2018_IEC_province_code,2012_AGCHO_province_code,2010_IEC_province_code,2010_IEC_district_name_eng,2010_IEC_district_code,2012_AGCHO_district_name_eng,2012_AGCHO_district_code,2018_IEC_district_name_eng,2018_IEC_district_code,matched_to_2012_AGCHO_district_code,matched_to_2010_IEC_district_code,district_name_dari,district_name_pashto,alternate_dari_pashto,district_description_via_Map_Sync_Project
32,30,24,GUZERA,2403,Guzara,3005,Guzara,3203,3005,2403,گذره,گذرى,نظام شهید,"Guzera, Nizam-i- Shahid, Gozara, Guzarah."
32,30,24,PASHTON ZARGHOON,2404,Pashtunzarghun,3006,Pashton Zarghon,3206,3006,2404,پشتون زرغون,پشتون زرغون,,"Pashtun Zarghun, Pashtoon Zarghoon, Pashtunzarghun."
32,30,24,KARUKH,2405,Karukh,3007,Karukh,3204,3007,2405,کرخ,کرخ,,"Karrukh, Karukh."
32,30,24,KUSHK,2406,Kushk,3003,Kushk,3207,3003,2406,کُشک,کشک,رباط سنگی,"Kushk, Rubat-i-Sangi, Rabat Sangi."
32,30,24,GULRAN,2407,Gulran,3008,Gulran,3208,3008,2407,گلران,گلران,,"Gulran, Golran."
32,30,24,KOHSAN,2408,Kohsan,3014,Kohsan,3213,3014,2408,کهسان,کهسان,,"Kohsan, Kehsan, Kashan."
32,30,24,GHORYAN,2409,Ghoryan,3009,Ghoryan,3211,3009,2409,غوریان,غوريان,,"Ghoryan, Ghorian."
32,30,24,ZENDAJAN,2410,Zindajan,3004,Zindajan,3205,3004,2410,زنده جان,زنده جان,,"Zendahjan, Zindajan, Zinda Jan."
32,30,24,ADRASKAN,2411,Adraskan,3010,Adraskan,3209,3010,2411,ادرسکن,ادرسکن,,Adraskan.
32,30,24,SHINDAND,2412,Shindand,3015,Shindand,3214,3015,2412,شیند ند,شينن,/ شينډنډ‎,"Shindand, Sabzwar, Esfezar.  (The original Shindand is reported in the 399 and 407 sets.  Shindand is reported as a permanent district in the AGCHO 2018 set.  Some copies of the 422 set incorrectly report it as both a permanent and a temporary district)."
32,30,24,FARSI,2413,Farsi,3011,Farsi,3215,3011,2413,فرسی,فرسی,,Farsi.
32,30,24,OBEH,2414,Obe,3012,Obi,3212,3012,2414,اوبه,اوبه,,"Obe, Oba, Obeh."
32,30,24,CHESHTOSHARIF,2415,Chisht-e-Sharif,3016,Chisht-e-Sharef,3216,3016,2415,چشت شریف,چشت شريف,,"Chishti Sharif, Chisht-e-Sharif, Khwaja Chist."
32,30,24,KISHK-I-KAHNA,2416,Kushk-e-Kohna,3013,Kushk-e-Kuhna,3210,3013,2416,کشک کهنه,کشک کهنه,,"Kushk-i-Kuhna, Kushk-e-Kohna, Kashak Kohna, Koshk-e Kohna."
32,30,24,NA,NA,NA,NA,Koh-i-Zor,3219,3015,2412,کیه زور,کوه ایور,,"Koh-i-Zor, Kozeor.  (Koh-i-Zor is part of Shindand in the 399 and 407 sets.)"
32,30,24,NA,NA,NA,NA,Pusht-i-Koh,3218,3015,2412,پشت کوه,پشت کوه,,"Pusht-i-Koh, Pusht-e-Koh, Pusht Koh, Poshtko.  (Pusht-e Koh is part of Shindand in the 399 and 407 sets. It is a temporary district of the 422 set.)"
32,30,24,NA,NA,NA,NA,Zawol,3220,3015,2412,زاول,زول,,"Zawol, Zewal.  (Zawol is part of Shindand in the 399 and 407 sets, but is a ""temporary"" district in the 422 set.)"
32,30,24,NA,NA,NA,NA,Zer-i-Koh,3217,3015,2412,زیرکوه,زیرکوه,,"Zer-i-Koh, Zerko.  (Zer-i Koh is part of Shindand in the 399 and 407 sets.  It is a temporary district in the 422 set.)"
28,27,20,PROVINCIAL CENTER (SHEIRGHAN),2001,Shiberghan,2701,Shiberghan,2801,2701,2001,شبر غان,شبر غان,,"Sheberghan, Shiberghan, Shibirghan."
28,27,20,AQCHAH,2002,Aqcha,2707,Aqcha,2807,2707,2002,آقچه,اقچى,,"Aqchah, Aqcha."
28,27,20,FAIZ ABAD,2003,Fayzabad,2705,Fayzabad,2808,2705,2003,فیض آباد,فيض آبا,,"Faizabad, Fayzabad, Faiz Abad.  (There is also a Faiz Abad district in Badakhshan.)"
28,27,20,MARDYAN,2004,Mardyan,2708,Mardyan,2809,2708,2004,مردیان,مرديان,,"Mardyan, Mardian, Murdian."
28,27,20,MANGAJAK,2005,Mingajik,2702,Mingajek,2804,2702,2005,منگجک,منگجک,,"Mingajik, Mangajek."
28,27,20,QARQIN,2006,Qarqin,2709,Qarqen,2810,2709,2006,قرقین,قرقين,,"Qarqin, Qarqeen."
28,27,20,KHAMYAB,2007,Khamyab,2710,Khamyab,2806,2710,2007,خمیاب,خمياب,,"Khamyab, Khamab, Kham Aab, Khamaab."
28,27,20,KHWAJA DUKOH,2010,Khwajadukoh,2703,Khwaja Dukoh,2802,2703,2010,خواجه دوکوه,خواجه دوكوه,,"Khwajadukoh, Khwaja Dukoh, Khwajah Do Koh, Kohja Dukoh."
28,27,20,KHANAQA,2011,Khanaqa,2706,Khanaqa,2803,2706,2011,خانقا ه,خانقاه,,"Khanaqa, Khaniqa."
28,27,20,DARZAB,2009,Darzab,2711,Darzab,2811,2711,2009,درزآب,درزاب,,Darzab.
28,27,20,QOSHTAPA,2008,Qushtepa,2704,Qoshtepa,2805,2704,2008,قوش تیپه,قوش تيپى,,"Qush Tepa, Qushtepa, Qushtipa."
1,1,1,PROVINCIAL CENTER (KABUL) ,101,Kabul,101,Kabul,101,101,101,كابل,كابل,,Kabul. 
1,1,1,DAHSABZ,102,Dehsabz,102,Deh Sabz,105,102,102,ده سبز,ده سبز,,"DehSabz, Deh-e Sabz, Deh Sabz, Dih Sabz."
1,1,1,MIRBACHKOT,103,Mirbachakot,110,Mir Bacha kot,108,110,103,میربچه کوت,مير بچه كوټ,,"Mir Bacha Kot, Mirbachakot."
1,1,1,KALAKAN,104,Kalakan,109,Kalakan,110,109,104,کلکان,كلكان,,Kalakan.
1,1,1,QARABAGH,105,Qarabagh,108,Qarabagh,114,108,105,قره باغ,قره باغ,,"Qara Bagh, Qarahbagh, Qarabagh.  (There is also a Qara Bagh district in Ghazni.)"
1,1,1,FARZA,106,Farza,115,Farza,112,115,106,فرزه,فرزى,,"Farza, Farzah."
1,1,1,ESTALEF,107,Estalef,114,Istalif,113,114,107,استالف,استالف,,"Estalef, Estalif, Istalif, Istalef."
1,1,1,GULDARA,108,Guldara,111,Guldara,111,111,108,گلدره,گلدرى,,"Guldara, Gul Dara, Gul Darah, Guldra."
1,1,1,SHAKER DARAH,109,Shakardara,103,Shakardara,106,103,109,شکردره,شكردرى,,"Shakar Dara, Shakardara."
1,1,1,PAGHMAN,110,Paghman,104,Paghman,102,104,110,پغمان,پغمان,,Paghman.
1,1,1,CHAR ASIAB,111,Chaharasyab,105,Chah Arasyab,103,105,111,چهارآسیاب,چهار اسياب,,"Chahar Asyab, Chaharasyab, Char Asyab, Char Asiab."
1,1,1,MUSAHI,112,Musayi,106,Mosahi,107,106,112,موسهی,موسهي,,"Musahi, Musayi, Musahi, Mussahi."
1,1,1,KHAK-I-JABAR,113,Khak-e-Jabbar,112,Khak-e-Jabar,109,112,113,خاک جبار,خاك جبار,,"Khak-e-Jabar, Khak-i-Jabar, Khak Jabar, Khaki Jabbar."
1,1,1,BAGRAMI,114,Bagrami,107,Bagrami,104,107,114,بگرامی,بگراميو,,"Bagrami.  (There is also a Bagram in Parwan. The airfield is in Baghram of Parwan, not Baghrami.)"
1,1,1,SURUBI (KABUL),115,Surobi,113,Surobi,115,113,115,سروبی,سروبي,,"Surubi, Sarobi, Sorubi, Sarubi, Surobi.  (There is also a Surubi in Paktika.)"
27,33,28,PROVINCIAL CENTER (KANDAHAR),2801,Kandahar,3301,Kandahar,2701,3301,2801,کندهار,کندهار,,"Kandahar, Qandahar.  (Dand is part of the Kandahar capital district in both 399 sets.)"
27,33,28,DAMAN,2802,Daman,3305,Daman,2703,3305,2802,دامان,دامان,,Daman.
27,33,28,SHAH WALI KOT,2803,Shahwalikot,3306,Shah Wale Kot,2706,3306,2803,شاه ولی کوت,شاه ولی کوټ,,"Shah Wali Kot, Shahwalikot, Shah Walikot.."
27,33,28,ARGHANDAB (KANDAHAR),2804,Arghandab,3302,Arghandab,2702,3302,2804,ارغنداب,ارغنداب,,Arghandab.  (There is also an Argandab in Zabul.)
27,33,28,KHAK REIZ,2805,Khakrez,3307,Khakrez,2707,3307,2805,خاکریز,خاکريز,,"Khakrez, Khakriz."
27,33,28,MAIWAND,2807,Maywand,3308,Maywand,2710,3308,2807,میوند,ميون,,"Maiwand, Maywand."
27,33,28,ZHERAI,2808,Zheray,3303,Zhiray,2705,3303,2808,ژیړی,ژړی,,"Zhire, Zheray, Zhari, Zari, Zherai."
27,33,28,PANJAI,2809,Panjwayi,3304,Panjwayi,2704,3304,2809,پنجوائی,پنجوائی,,"Panjwayee, Panjwayi, Panjwa'i, Panjwai."
27,33,28,REGESTAN,2810,Reg,3309,Reg,2716,3309,2810,ریگ,ريگ,,"Reg, Registan.  (There is also a Reg-e Khan Neshin, in Kandahar, and a Ragistan in Badakhshan.)"
27,33,28,SHORABAK,2811,Shorabak,3310,Shorabak,2714,3310,2811,شورابک,شورابک,,"Shorabak.  (There is also a military base named Shorabak, formerly Camp Bastion, in Washir, Helmand.)"
27,33,28,ESPEEN BOLDAK,2812,Spinboldak,3311,Spen Boldak,2711,3311,2812,سپین بولدک,سپين بولدک,,"Spin Boldak, Spinboldak.  (Takhta Pul is part of Spin Boldak in the 399 an 407 sets.)"
27,33,28,ARGHESTAN,2813,Arghestan,3312,Arghistan,2708,3312,2813,ارغستان,آرغستان,,"Arghistan, Argestan."
27,33,28,MAROOF,2814,Maruf,3316,Marof,2715,3316,2814,معروف,معروف,,"Maruf, Ma'ruf, Maroof."
27,33,28,NISH,2816,Nesh,3314,Nesh,2712,3314,2816,نیش,نيش,,"Nesh, Nish."
27,33,28,NA,NA,NA,NA,Dand,2717,3301,2801,دند,ډ ڼ,,"Dand.  (There is also a Dand Patan district in Paktia.  Dand is part of the Kandahar capital district in both 399 sets, but separate in the 407 and a temporary district in the 422 set.)"
27,33,28,GHORAK,2806,Ghorak,3315,Ghorak,2709,3315,2806,غورک,غورک,,Ghorak.
27,33,28,MYANESHIN,2815,Miyanshin,3313,Miyanshen,2713,3313,2815,میانشین,ميانشين,,"Miyanishin, Miyanshin, Miyaneshin, Mya Nishin, Myan-e-Sheen."
27,33,28,NA,NA,NA,NA,Takhtapul,2718,3311,2812,تخته پل,تخته پل,,"Takhta Pul, Shegah.  (Takhta Pul was part of Spin Boldak in the 399 an 407 sets.  It is a temporary district in the 422 set.)"
2,2,2,PROVINCIAL CENTER (MAHMOOD RAQI),201,Mahmud-e-Raqi,201,Mahmod-e-Raqi,201,201,201,محمودراقی,محمودراقی,,"Mahmood Raqi, Mahmudi Raqi, Mahmud-e-Raqi."
2,2,2,HESA DUWUM KOHISTAN,202,Hisa-e-Duwum-e-Kohestan,204,Hisa-e-Duwum-e-Kohistan,202,204,202,حصه دوم کوهستان,حصۀ دوم كوهستان,,"Hissa-e-Duwumi Kohistan, Hisah-e Dowum-e Kohistan, Kohistan-I-Duwum.  (There is also a Hissa-e-Awali Kohistan in Kapisa, a Kohistan in Badakhshan, another Kohistan in Faryab, and a Kohistanat in Saripul.)"
2,2,2,KOHISTAN HESA AWAL,203,Hisa-e-Awal-e-Kohestan,207,Hisa-e-Awal-e-Kohistan,204,207,203,حصه اول کوهستان,حصۀ اول كوهستان,,"Hissa-e-Awali Kohistan, Hisah-e Awal-e Kohistan, Kohistan Awal, Kohistani Awal.  (There is also a Hissa-e-Duwumi Kohistan in Kapisa, a Kohistan in Badakhshan, another Kohistan in Faryab, and Kohistanat in Saripul.)"
2,2,2,NAJRAB,204,Nejrab,202,Nijrab,205,202,204,نجراب,نجراب,,"Nijrab, Nejrab."
2,2,2,KOH BAND,205,Kohband,203,Kohband,203,203,205,کوه بند,كوه بن,,"Koh Band, Kohband."
2,2,2,TAGAB,206,Tagab,205,Tagab,206,205,206,تگاب,تگاب,,Tagab.
2,2,2,ALASI,207,Alasay,206,Alasay,207,206,207,اله سای,اله ساي,,"Alasai, Ala Say, Alasay."
14,26,9,PROVINCIAL CENTER (KHOST),901,Khost,2601,Maton,1401,2601,901,خوست,خوست,متون,"Khost, Matun."
14,26,9,TERZAYI,902,Terezayi,2608,Tirezayi,1408,2608,902,تیرزائی,تيرزائی,علیشیر,"Tirzayee, Terezayi, Tere Zayi, Ali Sher, Alisher."
14,26,9,BAK,903,Bak,2612,Bak,1409,2612,903,باک,باک,,"Baak, Bak."
14,26,9,JAJI MAIDAN,904,Jajimaydan,2613,Jaji Maydan,1413,2613,904,جاجی میدان,ځاځی ميدان,,"Jaji Maidan, Jajimaydan, Jaji, Zazi Maidan, Zazi, Zazai."
14,26,9,SABARI,905,Sabari,2602,Sabari,1407,2602,905,صبری,صبریو,یعقو بی,"Sabari, Sabaro, Yaqubi."
14,26,9,MUSA KHEIL,906,Musakhel,2603,Mosa Khel,1405,2603,906,موسی خیل,موسی خيلو,,"Musa Khel, Musakhel, Musakhil."
14,26,9,QALANDER,907,Qalandar,2609,Qalandar,1410,2609,907,قلندر,قلندر,,Qalandar.
14,26,9,NADERSHAH KOTT,908,Nadirshahkot,2604,Nadir Shah Kot,1406,2604,908,نادرشاه کوت,نادر شاه کوټ,,"Nadir Shah Kot, Nadirshahkot."
14,26,9,MANDOZAYI,909,Mandozayi,2605,Mandozayi,1402,2605,909,مندوزائی,مندوزائی,اسمعیل خیل,"Manduzay, Esmayel Khil, Mandozayi, Manduzai, Ismail Khel, Mando Zayi."
14,26,9,SHEMAL,910,Shamal,2610,Shamal,1412,2610,910,شمل,شمل,,"Shamul, Shamal."
14,26,9,ESPERA,911,Spera,2611,Spera,1411,2611,911,سپیره,سپيرى,,"Spera, Sperah."
14,26,9,TANAI,912,Tani,2606,Tani,1404,2606,912,تنی,تڼيو,,"Tanay, Tani."
14,26,9,GURBUZ,913,Gurbuz,2607,Gurbuz,1403,2607,913,گربز,گربزو,,Gurbuz.
15,13,11,PROVINCIAL CENTER (ASAD ABAD),1101,Asadabad,1301,Asadabad,1501,1301,1101,اسعد آباد,اسعآباد,,"Asad Abad, Asadabad."
15,13,11,WATAPOOR,1102,Watapur,1302,Watapor,1503,1302,1102,وته پور,وټه پورى,,"Watapoor, Watahpur, Watapur."
15,13,11,DAREH PEICH,1103,Dara-e-Pech,1307,Dara-e-Pech,1507,1307,1103,دره پیچ,درۀ پيچ,,"Dara-e-Pech, Dara-I-Pech, Darah-ye Pech, Pech Dara, Mano Gai, Manogai, Manogay."
15,13,11,NARANG WA BADIL (TARANGO BADIL),1104,Narang,1303,Narang,1504,1303,1104,نرنگ وبادیل,نرنگ و باديل,,"Narang Wa Badil, Narang."
15,13,11,SAR KANI,1105,Sarkani,1304,Sarkani,1505,1304,1105,سرکانی,سرکاڼی,,"Sar Kani, Sarkani, Sarkano."
15,13,11,MURWARA,1106,Marawara,1305,Marawara,1502,1305,1106,مروره,مرورى,,"Marawara, Marwara."
15,13,11,DANGAM,1107,Dangam,1310,Dangam,1512,1310,1107,دانگام,دانگام,,Dangam.
15,13,11,BAR KUNAR,1108,Barkunar,1311,Barkunar,1508,1311,1108,بر کنر,بر کنړ,/ اسمار‎,"Bar Kunar, Bar Konar, Barkunar, Asmar."
15,13,11,SHIGAL-WA-SHELTAN,1109,Shigal wa Sheltan,1306,Shegal,1506,1306,1109,شیگل,شيگل,,"Shigal, Shigal wa Sheltan. (The Shigal and the Sheltan areas are combined as ""Shigal wa Sheltan"" in the 407 both of the 399 sets.  The rump district in the All 422 set is just ""Shigal"".  Sheltan is a temporary district in the 422 set.)"
15,13,11,NOOR GOOL,1111,Nurgal,1314,Norgal,1514,1314,1111,نورگل,نورگل,,"Noorgal, Nurgal."
15,13,11,CHAWKI,1112,Chawkay,1308,Chawkay,1509,1308,1112,څوکی,څوکی,,"Sawkai, Sowkay, Chawkai, Chowkay, Chawkey, Tsokey, Sewki."
15,13,11,KHAS KUNAR,1113,Khaskunar,1309,Khas Kunar,1510,1309,1113,خاص کنر,خاص کنړ,,"Khas Kunar, Khaskunar, Khas."
15,13,11,NARAI,1114,Nari,1315,Nari,1515,1315,1114,ناری,ناری,نرئی,"Nari, Naray."
15,13,11,GHAZI ABAD,1115,Ghaziabad,1312,Ghaziabad,1511,1312,1115,غازی اباد,غازی آبا,,"Ghazi Abad, Ghaziabad."
15,13,11,CHAPA DARA,1110,Chapadara,1313,Chapadara,1513,1313,1110,چپه دره,چپه درى,,"Chapa Dara, Chapah Darah, Chapadara."
15,13,11,NA,NA,NA,NA,Sheltan,1516,1306,1109,شلتن,شيگل,,"Sheltan, Soltan.  (The Shigal and the Sheltan areas are combined as Shigal wa Sheltan in the 399 and 407 sets.  Sheltan is temporary district in the 422 set.)"
19,17,17,PROVINCIAL CENTER (KUNDUZ),1701,Kunduz,1701,Kunduz,1901,1701,1701,کندز,کندز,,"Kunduz, Konduz.  (The Kunduz capital district includes Gul Tipa in the 399 and 407 sets.)"
19,17,17,IMAM SAHEB,1702,Emamsaheb,1702,Imam Sahib,1905,1702,1702,حضرت امام صاحب,حضرت امام صاحب,امام صاحب,"Imam Sahib, Hazrati Imam Sahib, Emamsaheb, Emam Sahib.  Imam Sahib includes Galbad in the 399 and 407 sets.  Galbad is a temporary district in the 422 set.)"
19,17,17,QALA-I-ZAL,1703,Qala-e-Zal,1703,Qala-e-Zal,1907,1703,1703,قلعه ذال,قلعۀ ذال,,"Qala-e-Zal, Qala-i-Zal, Qal'ah-ye Zal."
19,17,17,CHAR DARA,1704,Chardarah,1704,Chardarah,1902,1704,1704,چهاردره,چهاردرى,,"Chahar Darah, Chardarah, Chardara."
19,17,17,ALI ABAD,1705,Aliabad,1705,Aliabad,1903,1705,1705,علی آباد,علی آبا,,"Ali Abad, Aliabad."
19,17,17,KHAN ABAD,1706,Khanabad,1706,Khanabad,1904,1706,1706,خان آباد,خان آبا,,"Khan Abad, Khanabad.  (Khan Abad includes Aqtash in the 399 and 407 sets.  Aqtash is a temporary district in the 422 set.)"
19,17,17,DASHT-I-ARCHI,1707,Dasht-e-Archi,1707,Dasht-e-Archi,1906,1707,1707,دشت ارچی,دشت ارچی,,"Dasht-e-Archi, Dasht-i-Archi."
19,17,17,NA,NA,NA,NA,Aqtash,1910,1706,1706,اقتاش,اقتاش,,Aqtash.  (Aqtash is part of Khan Abad in the 399 and 407 sets.  It is a temporary district of the 422 set)
19,17,17,NA,NA,NA,NA,Kalbad,1908,1702,1702,کلباد,کلبا,,"Kalbad, Calbad, Galbad, Qulbad.  (Kalbad is part of Imam Sahib in the 399 and 407 sets.  It is a temporary district in the 422 set.)"
19,17,17,NA,NA,NA,NA,Gurtipa,1909,1701,1701,گل تیپه,گل تیپه,گور تپا,"Gultipa, Gurtepa, Goltipa.  (Originally Gur Tepa, or Tomb Hill, but rebranded as Gultipa, Flower Hill.  Gurtipa is part of the Kunduz capital district in the 399 and 407 sets.   It is a temporary district in the 422 set.)"
7,7,12,PROVINCIAL CENTER (MEHTERLAM),1201,Mehtarlam,701,Mihtarlam,701,701,1201,مهترلام,مهترلام,,"Mehterlam, Mehtarlam, Mehtar Lam, Meterlam (incorrect).  (Bak Pash is part of Mehterlam in the 399 set.)"
7,7,12,QARGHAI,1202,Qarghayi,703,Qarghayi,702,703,1202,قرغه ئی,قرغه ئی,غنی خيل,"Qarghayee, Ghani Khel, Qarghayi, Qarghah'i, Ghanikhel, Ghanikhil.  (There is also a Ghani Khel (aka Shinwar) district in Nangarhar.)"
7,7,12,ALINGAR,1203,Alingar,704,Alingar,704,704,1203,علینگار,علينگار,,"Alingar, Ali Negar, Alinegar."
7,7,12,ALISHING,1204,Alishang,702,Alishang,703,702,1204,علیشینگ,عليشينگ,,"Alishing, Alisheng."
7,7,12,DAWLAT SHAH,1205,Dawlatshah,705,Dawlatshah,705,705,1205,دولت شاه,دولت شاه,,"Dawlat Shah, Dawlatshah.  (There is also a Dawlatyar in Ghor, a Dawlatabad in Balkh, and another Dawlat Abad in Faryab.)"
7,7,12,NA,NA,NA,NA,Badpakh,706,701,1201,باد پښ,باپښ,,"Bad Pash, Badpash, Bad Pakh, Badpakh, Bad Pakh Shaitan.  (Bak Pash is part of Mehterlam in the 399 sets, but separate in the 407 set.  It is a temporary district of the 422 set.)"
5,5,5,PROVINCIAL CENTER (PULLE-ALAM),501,Pul-e-Alam,501,Pul-e-Alam,501,501,501,پل علم,پل علم,,"Puli Alam, Pul-e-Alam, Pul-i-Alam."
5,5,5,BARAKIBARAK,502,Barakibarak,504,Baraki Barak,502,504,502,برکی برک,بركي برك,,"Baraki Barak, Barakibarak, Barak-e-Barak."
5,5,5,CHARKH,503,Charkh,505,Charkh,503,505,503,چرخ,چرخ,,"Charkh, Tchark."
5,5,5,KHUSHI,504,Khoshi,502,Khoshi,504,502,504,خوشی,خوشی,,"Khushi, Khoshi."
5,5,5,MOHAMMAD AGHA,505,Mohammadagha,503,Muhammad Agha,505,503,505,محمد آغه,محمداغى,,"Mohammad Agha, Mohammadagha."
5,5,5,KHARWAR,506,Kharwar,506,Kharwar,506,506,506,خروار,خروار,,Kharwar.
5,5,5,AZRAW,507,Azra,507,Azra,507,507,507,ازره,ازرى,,Azra.
6,6,10,PROVINCIAL CENTER (JALALABAD ),1001,Jalalabad,601,Jalalabad,601,601,1001,جلال آباد,جلال آباد,,"Jalalabad, Djalalabad."
6,6,10,BEHSOOD,1002,Behsud,602,Bihsod,602,602,1002,بهسود,بهسوو,,"Behsud, Bihsud, Behsod.  (There is a Markaz-e-Behsud district, and a Hise-e-Awal-e-Behsud district, both in Wardak."
6,6,10,SURKHROD,1003,Surkhrod,603,Surkhrod,603,603,1003,سرخرود,سرخرو,,"Surkh Rud, Surkhrud, Surkh Rod, Surkhrod, Sorkh Roud."
6,6,10,CHIPERHAR,1004,Chaparhar,605,Chaparhar,604,605,1004,چپرهار,چپرهار,,Chaparhar.
6,6,10,RODAT,1005,Rodat,606,Rodat,607,606,1005,رودات,روداتو,,Rodat.
6,6,10,KAMA,1006,Kama,607,Kama,605,607,1006,کامه,کامى,,"Kama, Kamah."
6,6,10,KOOZ KONAR,1007,Kuzkunar,608,Kozkunar,606,608,1007,کوزکنر,کوزکنړ,,"Kuzkunar, Kuz Kunar, Khewa."
6,6,10,DARAH NOOR,1008,Dara-e-Nur,609,Dara-e-Nor,612,609,1008,دره نور,درۀ نور,,"Darah-e-Noor, Dara-e-Nur, Darah-ye-Nur, Dara Nur."
6,6,10,HESARAK,1010,Hesarak,610,Hisarak,621,610,1010,حصارک,حصارک,,"Hesarak, Hisarak, Hesarak Ghaljai."
6,6,10,KHOGYANI,1011,Khogyani,604,Khogyani,608,604,1011,خوگیانی,خوگياڼی,,"Khugyani, Khogyani, Khogiani."
6,6,10,PACHAR WAGAM,1012,Pachieragam,612,Pacher Agam,611,612,1012,پچیر واگام,پچير واگام,,"Pachir Wa Agam, Pachiragam."
6,6,10,DAHBALA,1013,Dehbala,613,Dehbala,610,613,1013,ده بالا,ده بالا,هسکه مېنه,"Deh Bala, Dehbala, Haska Mina, Haska Mena."
6,6,10,KOTT,1014,Kot,614,Kot,613,614,1014,کوت,کوټ,,Kot.
6,6,10,ACHIN,1015,Achin,617,Achen,615,617,1015,اچین,اچين,,"Achen, Achin, Acheen, Achine.  (Spingar is part of Achin in the 399 and 407 sets, but is a temporary district in the 422 set.)"
6,6,10,NAZYAN,1016,Nazyan,621,Nazyan,620,621,1016,نازیان,نازيانو,,"Nazyan, Nazian, Naziyan."
6,6,10,DUR BABA,1017,Durbaba,622,Durbaba,622,622,1017,دربابا,در بابا,,"Dur Baba, Durbaba."
6,6,10,SHENWAR,1018,Shinwar,618,Shenwar,616,618,1018,شینوار,شينوارو,غنی خيل,"Shinwar, Ghanikhel, Ghani Kahil.  (There is also a Ghani Khel (aka  Qarghayee) district in Laghman.)"
6,6,10,BATI KOT,1019,Batikot,615,Batikot,609,615,1019,بتی کوت,بټی کوټ,,"Bati Kot, Batikot."
6,6,10,MUHMAND DARA,1020,Muhmand Dara,619,Muhmand Dara,617,619,1020,مهمند دره,مهمندرى,,"Muhmand Dara, Mohmand Darah, Muhmand Dara, Mohmandara, Muhmanddara. (There is also Mohmand Dara valley in Achin.)"
6,6,10,GOSHTA,1021,Goshta,616,Goshta,614,616,1021,گوشته,گوشتى,,Goshta.
6,6,10,LALPOOR,1022,Lalpur,620,Lalpor,618,620,1022,لعل پور,لعل پوري,,"Lalpoor, Lalpur, La'lpur, Lalpor, Lal Pur."
6,6,10,SHIRZAD,1009,Sherzad,611,Sherzad,619,611,1009,شیرزاد,شيرزا,,"Sher Zad, Sherzad, Shir Zad, Shirzad."
6,6,10,NA,NA,NA,NA,Spinghar,623,617,1015,سپین غر,سپين غر,,"Spinghar, Spin Ghar, Spingar,   (Spinghar district is part of Achin in the 399 and 407 sets.  Spingar is a temporary district in the 422 set.)"
34,34,26,PROVINCIAL CENTER - ZARANJ,2601,Zaranj,3401,Zaranj,3401,3401,2601,زرنج,زرنج,,Zaranj.
34,34,26,KANG,2602,Kang,3402,Kang,3402,3402,2602,کنگ,کنگ,,"Kang, Qafak."
34,34,26,CHAR BORJAK,2603,Charburjak,3403,Char Burjak,3404,3403,2603,چاربرجک,چاربرجک,,"Char Burjak, Chahar Burjak, Charburjak."
34,34,26,ASEL CHAKHANSUR,2604,Chakhansur,3404,Chakhansor,3403,3404,2604,اصل چخانسور,اصل چخانسور,,Chakhansur
34,34,26,KHASHROAD,2605,Khashrod,3405,Khashrod,3405,3405,2605,خا شرود,خا شرو,,"Khashrod, Khash Rod, Khash Rud, Khashrud.  (Dilaram is part of Kashrod in the 399 set.)"
34,34,26,DELARAM,2606,NA,NA,Dilaram,3406,3405,2606,دلارام,دلارام,,"Dilaram, Delaram.  (Dilaram is part of Kashrod in the 399 district set.  Dilaram is separate in the 407 set.  It is a temporary district in the 422 set.)"
16,14,13,PROVINCIAL CENTER (NOORISTAN),1301,Poruns,1401,Paron,1601,1401,1301,پارون,پارون,,"Paroon, Paron, Poruns, Parun, Parune, Prasun."
16,14,13,NOOR GRAM,1302,Nurgeram,1404,Nor Giram,1604,1404,1302,نورگرام,نورگرام,,"Noor Gram, Noorgram, Nurgeram, Norgram, Nurgram, Nangarage."
16,14,13,DUABA,1303,Duab,1403,Doab,1605,1403,1303,دواب,دوآب,,"Duab, Do Ab, Du’ab."
16,14,13,WAIGAL,1304,Waygal,1406,Waygal,1602,1406,1304,وایگل,وايگل,,"Waygal, Want Wagal, Wegal, Want Wegal."
16,14,13,WAMA,1305,Wama,1405,Wama,1603,1405,1305,واما,واما,,Wama.
16,14,13,MONDAWEL,1306,Mandol,1402,Mandol,1607,1402,1306,مندول,منډول,,Mandol.
16,14,13,BARGUMTAL,1308,Barg-e-Matal,1408,Barg-e-Matal,1608,1408,1308,برگ متال,برگ مټال,,"Bargi Matal, Barg-i-Matal, Barg-e-Matal, Barg-e-Mataal, Bargromatal."
16,14,13,KAMDESH,1307,Kamdesh,1407,Kamdesh,1606,1407,1307,کامدیش,کامديش,,"Kamdesh, Kamdish."
13,12,8,PROVINCIAL CENTER (GARDEIZ),801,Gardez,1201,Gardez,1301,1201,801,گردیز,گردیز,,Gardez.
13,12,8,SAID KARAM,802,Sayedkaram,1202,Sayed Karam,1306,1202,802,سید کرم,سيکرم,,"There is also a Sayyad district in Sar-e-Pul, a Sayyid Khel in Parwan, and a Sayyid Abad district in Wardak.  (Mirzaka is part of Sayyid Karam in the 399 sets, but split off in the others.)"
