"province_code","candidate_name_eng","candidate_gender","incumbent","final_votes","prelim_votes","prelim_winner","final_winner"
"01"," Abdul Mubeen Wahidi","Male","No",199,199,"No","No"
"01","Nazari Paryani","Male","No",198,198,"No","No"
"01"," Sayed Asmatullah Wijdani","Male","No",195,171,"No","No"
"01"," Saboor Shams","Male","No",195,193,"No","No"
"01","Muhammad Aqa Nazari","Male","No",195,193,"No","No"
"01"," Kafil Nazar Muhammad","Male","No",194,192,"No","No"
"01","Hajji Nimatullah","Male","No",194,194,"No","No"
"01","Hasina Sahak","Female","No",193,192,"No","No"
"01","Dr. Shala Rashed","Female","No",193,193,"No","No"
"01","Najla Anjila","Female","No",191,187,"No","No"
"01","Hajji Khanjan","Male","No",190,189,"No","No"
"01","Nasreen Hamid","Female","No",190,190,"No","No"
"01","Ahmad Ali Rashid","Male","No",187,187,"No","No"
"01"," Sona Sahar","Female","No",186,181,"No","No"
"01"," Hajji Muhammad Aman Safi","Male","No",185,161,"No","No"
"01"," Safiullah","Male","No",184,186,"No","No"
"01"," Fahima Sarfaraz","Female","No",183,205,"No","No"
"01","Hajji Sikandar Farji","Male","No",183,181,"No","No"
"01","Rajab Ali Hussaini Allah Dad","Male","No",182,181,"No","No"
"01","Ustad Hajji  Muhammad Akbar Darman","Male","No",178,178,"No","No"
"01","Sayed Khan Aqa Hashimi","Male","No",176,174,"No","No"
"01"," Bashir Ahmad Bizhan","Male","No",175,175,"No","No"
"01","Huria Arzo","Female","No",174,174,"No","No"
"01","Dagarwal Niazai Wal","Male","No",174,174,"No","No"
"01"," Mir Zaman Humayoon Sadat","Male","No",174,172,"No","No"
"01","Mazdur Yar","Male","No",172,169,"No","No"
"01"," Turpekai Zia","Female","No",170,162,"No","No"
"01","Abdul Nasir Nadiri","Male","No",170,167,"No","No"
"01"," Hajji Shawkat Stanikzai","Male","No",169,168,"No","No"
"01"," Hajji Muhammad Haris Khan Kharotai","Male","No",168,167,"No","No"
"01","Zabihullah Jawanmard","Male","No",167,167,"No","No"
"01","Hayatullah Habib","Male","No",167,167,"No","No"
"01"," Hajji Dawlat Muhammad Shirzai","Male","No",167,167,"No","No"
"01"," Puhand Mirdad","Male","No",166,166,"No","No"
"01","Mualim Ruqia Ihsan Timoori","Female","No",162,162,"No","No"
"01","Alhaj Puhanduy Bahadr Sharifi","Male","No",162,162,"No","No"
"01","Shahla Maihan Dost","Female","No",161,160,"No","No"
"01","Wakeel Muhammad  Anwar Mahmood Zada","Male","No",161,159,"No","No"
"01"," Muhammad Nawab Tuta khil","Male","No",160,160,"No","No"
"01"," Muhammad Akbar Omari","Male","No",159,158,"No","No"
"01","Hajji Muhammad Hussain Hani A.K.A Hajji Shir","Male","No",158,158,"No","No"
"01","Alhaj Sardar Muhammad Waqibeen","Male","No",158,158,"No","No"
"01","Hajji Muhammad Ashraf Jabarkhil","Male","No",157,156,"No","No"
"01"," Sayed Obaid","Male","No",157,156,"No","No"
"01","Ezatullah Mamozai","Male","No",157,157,"No","No"
"01"," Javid Dilawar","Male","No",155,155,"No","No"
"01","Zabihullah Amanzada","Male","No",154,150,"No","No"
"01","Abdul Samad A.K.A Shah Ghasi","Male","No",153,153,"No","No"
"01","Zarghoona Bakhsi","Female","No",153,153,"No","No"
"01","Pohandoy  Muhammad Hassan Furootan","Male","No",152,150,"No","No"
"01","General Khuwajah Salah‐ud‐Din Seddiqi","Male","No",149,148,"No","No"
"01","Muhammad Jafar  Rahimi S/O Hajji Qambar Tabib","Male","No",149,148,"No","No"
"01","Nadira Kharoty","Female","No",148,146,"No","No"
"01","Muhammad Arif Nooristani","Male","No",148,143,"No","No"
"01","Dr. Sayed Abdul Habib Rahmani","Male","No",147,146,"No","No"
"01","Nahid Noori","Female","No",147,147,"No","No"
"01","Muhammad Aslam Hazara","Male","No",146,146,"No","No"
"01","Ustad Maria","Female","No",145,145,"No","No"
"01","Dawlat Khan Andar","Male","No",145,145,"No","No"
"01","Dr. Hashmat Hassan Rahguzar","Male","No",144,142,"No","No"
"01"," Sayed Ismail Sukhanwar Zada","Male","No",142,133,"No","No"
"01"," Jawanshir Haidari","Male","No",142,141,"No","No"
"01","Dr. Minisa Shirzada Hassan","Female","No",141,140,"No","No"
"01","Farida Tarana","Female","No",140,140,"No","No"
"01","Sayed Sofi Gardeezi","Male","No",139,137,"No","No"
"01","Asad Khan A.K.A Amir Asad Khan","Male","No",138,138,"No","No"
"01","Puhanmal Ustad  Muhammad Alam Paikan","Male","No",137,136,"No","No"
"01"," Ahmad Fahim Nabiyar","Male","No",136,136,"No","No"
"01"," Kako Jan Niazai","Male","No",136,135,"No","No"
"01"," Faiz Muhammad Arghand","Male","No",135,135,"No","No"
"01"," Abdul Qadar","Male","No",135,129,"No","No"
"01"," Muhammad Mahdi Mesam","Male","No",133,133,"No","No"
"01","Muhammad Yosuf Ahmadzai","Male","No",132,130,"No","No"
"01"," Masooma Nazari","Female","No",130,130,"No","No"
"01","Muhammad Wasa","Male","No",130,130,"No","No"
"01"," Rona Ayoubi","Female","No",130,127,"No","No"
"01"," Eng. Muhammad Rasool Barikzai","Male","No",130,130,"No","No"
"01","Asmatullah Esar","Male","No",129,127,"No","No"
"01","Hajji Noor Muhammad Obaidi","Male","No",129,132,"No","No"
"01","Ghulam Hussain Bayat","Male","No",129,128,"No","No"
"01","Amani Alhaj Bibi Hajji  Halima Muslima","Female","No",128,123,"No","No"
"01","Ghulam Rabani Rabani","Male","No",128,127,"No","No"
"01","Ghulam Sakhi Masraf","Male","No",128,126,"No","No"
"01","Saranwal Moh. Nabi Mastoor","Male","No",127,127,"No","No"
"01","Dr. Muhammad Ali Dostdar","Male","No",126,125,"No","No"
"01"," Partial Sing Pal","Male","No",126,125,"No","No"
"01","Prof. Dr. Ghulam Faroq Nejarbi","Male","No",125,118,"No","No"
"01","Sayed Hassan Agha Hedayati","Male","No",124,107,"No","No"
"01","Hajji Muhammad Najem Ameri","Male","No",124,122,"No","No"
"01","Ustad Habibullah Farhang","Male","No",124,123,"No","No"
"01","Abdul Jamil Oryakhil","Male","No",122,121,"No","No"
"01","Master Zahra Shafiee Hasibi","Female","No",120,117,"No","No"
"01"," Muhammad Bahshir Hatif","Male","No",119,119,"No","No"
"01","Alhaj Faiz Muhammad Rawan","Male","No",118,117,"No","No"
"01"," Nasreen Yosufzai","Female","No",115,114,"No","No"
"01","Ustad Nima Suratgar","Female","No",114,112,"No","No"
"01","Muhammad Dawood","Male","No",114,113,"No","No"
"01"," Abdul Karim Bekran","Male","No",113,113,"No","No"
"01"," Ahmad Haidar Haidar","Male","No",113,113,"No","No"
"01","Dr. Amin Alizai","Male","No",112,112,"No","No"
"01","Eng. Abdul Ghafar Rasooli","Male","No",111,107,"No","No"
"01"," Dur Muhammad Radmard","Male","No",111,109,"No","No"
"01","Ustad Alia Husan Yar","Female","No",108,107,"No","No"
"01"," Hajji Khawas Haqyar","Male","No",107,105,"No","No"
"01","Hajji Muhammad Naiem","Male","No",106,106,"No","No"
"01","Eng. Muhammad Alam Khisrawi","Male","No",105,102,"No","No"
"01"," Leyaqat Ali Amini","Male","No",102,98,"No","No"
"01","Sayed Muhammad Alam Hashimi","Male","No",101,97,"No","No"
"01","Muhammad Khalid Suliman Khil","Male","No",101,99,"No","No"
"01"," Hirma Alokozai","Female","No",100,100,"No","No"
"01","Muhammad Yaseen Habib","Male","No",100,99,"No","No"
"01"," Barimal Areenpoor","Male","No",99,99,"No","No"
"01"," Alhaj Abdul Maroof Zia","Male","No",99,98,"No","No"
"01","Sardar Barialay Amiri","Male","No",99,99,"No","No"
"01","Malim Abdul Jabar Paikan","Male","No",97,97,"No","No"
"01","Ahmad Raza Temori","Male","No",97,96,"No","No"
"01"," Mawlana Hashim","Male","No",96,96,"No","No"
"01","Zahra Amiri","Female","No",95,94,"No","No"
"01"," Abdullah Shahkar","Male","No",94,92,"No","No"
"01"," Dr. Raisa Seddiqi","Female","No",94,92,"No","No"
"01"," Eng. Sayed Hussain Mosawi","Male","No",93,93,"No","No"
"01","Eng. Tughyan Bakhshi","Male","No",93,93,"No","No"
"01","Wakeel Muhammad Hadi Hani","Male","No",91,91,"No","No"
"01","Sabrullah Faiez","Male","No",91,90,"No","No"
"01"," Eng. Farid Ahmad Mutaqi","Male","No",90,90,"No","No"
"01","Eng. Mula Gul Ahmadzai","Male","No",90,90,"No","No"
"01","Alhaj Hidayatullah Muhammadi","Male","No",90,89,"No","No"
"01","Ruqia Shirzad Seddiqi","Female","No",88,88,"No","No"
"01"," Humayoon Nezami","Male","No",87,87,"No","No"
"01","Eng. Muhammad Fazal Watan Dost","Male","No",87,86,"No","No"
"01","Hamida Amiri","Female","No",86,83,"No","No"
"01","Puhanmal Diploma  Eng. Muhammad Aziz Amini","Male","No",86,86,"No","No"
"01","Abdul Qaseem Sanjni","Male","No",85,84,"No","No"
"01"," Turab Khan Hussain Khil","Male","No",84,83,"No","No"
"01","Dr. Khuwajah Abdul Khaliq Seddiqi","Male","No",83,83,"No","No"
"01","Alhaj Mawlawi Faqir Muhammad Mangal","Male","No",81,80,"No","No"
"01","Rawoof Sarkhosh","Male","No",81,80,"No","No"
"01","Ustad Nafisa Hanif Khush Naseeb","Female","No",80,80,"No","No"
"01","Abdul Samad Naab","Male","No",79,79,"No","No"
"01","Dr. Abdul Kahalil Abasi","Male","No",79,78,"No","No"
"01"," Puhandoy Abdul Munir Nigah","Male","No",79,77,"No","No"
"01","Rafaya Zohra","Female","No",79,79,"No","No"
"01","General Amrullah Nazari","Male","No",78,77,"No","No"
"01","Humaira Muhammadi","Female","No",77,77,"No","No"
"01"," Shahla Rahimi","Female","No",77,76,"No","No"
"01","Dr. Furozan Fana","Female","No",76,76,"No","No"
"01","Hussain Haidari","Male","No",75,75,"No","No"
"01","Dr. Muhammad Saeed Niazi","Male","No",74,74,"No","No"
"01","Abdul Zamir Kabuli","Male","No",74,73,"No","No"
"01"," Muhammad Ayoub Qasimi","Male","No",74,74,"No","No"
"01","Hajji Sayed Mahmood Mukhlis","Male","No",73,73,"No","No"
"01","Hajji Gul Nazem Farman Bahzad","Male","No",73,70,"No","No"
"01","Eng. Muhammad  Dawood Ameri Wardak","Male","No",73,71,"No","No"
"01"," Abdul Hakim Ahmadi","Male","No",72,72,"No","No"
"01","Hajji Muhammad Daood Safi","Male","No",71,71,"No","No"
"01","Alhaj Muhammad Sharif Nashat","Male","No",69,68,"No","No"
"01","Hajji Khuwajah Noor Noori","Male","No",69,69,"No","No"
"01"," Sayed Abdullah","Male","No",69,69,"No","No"
"01","Kubra Shirzad","Female","No",69,67,"No","No"
"01"," Sayed Fazal Hashimi","Male","No",68,65,"No","No"
"01","Alhaj Muhaqiq Khalilullah Abqari","Male","No",68,66,"No","No"
"01","Qazi Mahbubullah Shafiq","Male","No",68,67,"No","No"
"01","Hamidullah Adib Faiz","Male","No",68,68,"No","No"
"01"," Hafizullah Barikzai","Male","No",68,67,"No","No"
"01","Zakira Jafari","Female","No",68,68,"No","No"
"01","Hasan","Male","No",67,67,"No","No"
"01","Sardar Muhammad Barikzai","Male","No",67,67,"No","No"
"01","Hajji Sayed Younus","Male","No",66,65,"No","No"
"01"," Hajji Ahmad Ihsan Daqiq","Male","No",66,66,"No","No"
"01","Sanam Tamkin Ghairat","Female","No",65,64,"No","No"
"01","Alhaj Abdul Wahid Qarzi","Male","No",64,64,"No","No"
"01"," Abdul Rawoof Zahid","Male","No",64,58,"No","No"
"01","Muhammad Hakim Tursan","Male","No",64,64,"No","No"
"01","Eng. Abdullah  Kandahari Munajim Afghanistan","Male","No",63,61,"No","No"
"01"," Ustad Dr. Ahmad Zia Amiri Safi","Male","No",63,63,"No","No"
"01","Ustad Salih  Muhammad A.K.A Hajji Qandahari","Male","No",63,63,"No","No"
"01","Eng. Zalmai Footballist","Male","No",62,61,"No","No"
"01"," Hakim","Male","No",61,61,"No","No"
"01","Alhaj Khuwaja Ghulam Jaylani Shibl","Male","No",61,60,"No","No"
"01","Ghulam Haidar Kargar","Male","No",61,61,"No","No"
"01"," Ghulam Sakhi Omidwar","Male","No",60,60,"No","No"
"01","Shakila Naveed","Female","No",60,59,"No","No"
"01","Agha Sahib  Muhammad Dawood Mustaghni","Male","No",60,58,"No","No"
"01","Sayed Muhammad Jawali","Male","No",60,61,"No","No"
"01"," Hashim Rasooli","Male","No",60,60,"No","No"
"01","Muhammad Akbar Safi","Male","No",60,60,"No","No"
"01","Leda Karimi","Female","No",59,59,"No","No"
"01"," Ustad Shireen Taaj Rahemi","Female","No",59,59,"No","No"
"01","Masooda Ansari","Female","No",59,59,"No","No"
"01","Muhammad Ibrahim Ezati","Male","No",58,58,"No","No"
"01","Hajji Noor Muhammad","Male","No",58,58,"No","No"
"01","Master Ghulam Mustafa Faizi","Male","No",57,54,"No","No"
"01","Sayed Muhammad Baqir Natiqi","Male","No",56,55,"No","No"
"01","Eng. Hedayatullah Zafari","Male","No",56,57,"No","No"
"01","Hajji Abdul Rawouf Hajji Zada","Male","No",55,55,"No","No"
"01"," Alhaj Muhammad Haroon Jalali","Male","No",55,54,"No","No"
"01"," Dr. Janat Khan","Male","No",54,54,"No","No"
"01","Zarghoona Hamid","Female","No",53,52,"No","No"
"01","Shekh Abdul Bari Madani","Male","No",53,53,"No","No"
"01","Nigma Omar Olumi","Female","No",52,51,"No","No"
"01","Faroq Dawar","Male","No",51,49,"No","No"
"01","Ustad Gul  Muhammad Adibyar Zaringar","Male","No",51,50,"No","No"
"01","Muhammad Asif Shefajo","Male","No",48,48,"No","No"
"01","Nabi Haikal","Male","No",47,43,"No","No"
"01","Gulalay Yaqubi","Female","No",46,44,"No","No"
"01","Sayed Askar Faqiri","Male","No",46,46,"No","No"
"01","Muhammad Amin Gawhari","Male","No",46,45,"No","No"
"01","Kamila Saifi","Female","No",45,45,"No","No"
"01"," Safiullah Sarjang","Male","No",45,41,"No","No"
"01"," Nooria Babakarkhil","Female","No",45,45,"No","No"
"01","Suhaila Sharifi","Female","No",45,45,"No","No"
"01","Razia","Female","No",43,42,"No","No"
"01","Dr. Abdul Satar Stanikzai","Male","No",42,42,"No","No"
"01","Parween Sofi","Female","No",41,41,"No","No"
"01","Eng. Muhammad Salim Qayumi","Male","No",41,40,"No","No"
"01","Anisa Azizi","Female","No",41,41,"No","No"
"01","Malalay Sofi Tawhid","Female","No",41,41,"No","No"
"01"," Rohullah Yosufi","Male","No",40,40,"No","No"
"01"," Sadozai Baba Karkhil","Male","No",40,40,"No","No"
"01"," Dr. Faheem","Male","No",40,40,"No","No"
"01","Abdul Jalil Basiri","Male","No",39,39,"No","No"
"01","Diploma Eng. Farzana Adib Zamani","Female","No",37,36,"No","No"
"01","Nazira Ziayee","Female","No",37,36,"No","No"
"01","Abdullah Nariwal","Male","No",36,36,"No","No"
"01","Nafisa Selay Wardak","Female","No",36,36,"No","No"
"01"," Shila Saba","Female","No",35,35,"No","No"
"01","Ghulam Mustafa Popalzai","Male","No",35,33,"No","No"
"01","Sayed Naiem Idrees Kashifi Sanglakhi","Male","No",35,35,"No","No"
"01","Wali Muhammad Ahmadzai","Male","No",35,34,"No","No"
"01","Muhammad Zahir Dawar Wardak","Male","No",33,32,"No","No"
"01"," Maliha Noorian","Female","No",30,30,"No","No"
"01"," Sayed Najeebullah Hashimi","Male","No",24,24,"No","No"
"01"," Hamida Osman","Female","No",24,24,"No","No"
"01"," Ali Madad Rezayee","Male","No",22,22,"No","No"
"01","Ali Raza Mahmoodi","Male","No",22,22,"No","No"
"01","Sayed Miskeen Saifi","Male","No",21,21,"No","No"
"01"," Bibi Haji Nafas Jan","Female","No",20,20,"No","No"
"01","Nabi Khalilli","Male","No",20,19,"No","No"
"01","Muhammad Emal Kharoti","Male","No",20,19,"No","No"
"01"," Abdul Basir Bahrami","Male","No",19,20,"No","No"
"01"," Barat Shirzad Katawazai","Male","No",18,18,"No","No"
"01","Hajji Nazar Jan Ahmadzai","Male","No",16,16,"No","No"
"01"," Hussain Rahmati","Male","No",15,15,"No","No"
"01"," Hajji Muhammad Amin Perozi","Male","No",15,15,"No","No"
"01"," Ataullah Stanikzai","Male","No",12,10,"No","No"
"01","Muhammad Zubair Dawoodzai","Male","No",12,12,"No","No"
"01","Alhaj Abdul Karim Karimi","Male","No",12,11,"No","No"
"01"," Alhaj Samiullah Karimi","Male","No",8,8,"No","No"
"01","Muhammad Hashim Sangar Niazi","Male","No",0,63,"No","No"
"01"," Muhammad Ihsan","Male","No",0,20,"No","No"
"01"," Dr. Abdul Khalil Khakzad","Male","No",0,43,"No","No"
"01","Suraya Faizi","Female","No",0,13,"No","No"
"01","Alhaj Samunwal  Muhammad Roshan Roshan","Male","No",0,23,"No","No"
"01"," Afifa Shams","Female","No",0,48,"No","No"
"01","Muhammad Hamayoon Faiz Zad","Male","No",0,203,"No","No"
"01","Shaima Kharoti","Female","No",0,29,"No","No"
"01"," Puhanduy Ustad Muhammad Yousuf","Male","No",0,29,"No","No"
"01"," Sayed Enayatullah Hufyani","Male","No",0,89,"No","No"
"01","Hajji Rohullah Kharoti","Male","No",0,11,"No","No"
"01","General Aminullah Amarkhil","Male","No",0,257,"No","No"
"01"," Alhaj Zamaray Nasiri","Male","No",0,36,"No","No"
"01","Hajji Sadaqat Zahid","Male","No",0,47,"No","No"
"02","Alhaj Mirdad Khan Nijrabi","Male","No",10199,10199,"Yes","Yes"
"02","Eng. Muhammad Iqbal Safi","Male","Yes",6641,6965,"Yes","Yes"
"02"," Hajji Agha Jan","Male","No",3574,3574,"Yes","Yes"
"02"," Alhaj Khuwajah Padshah Seddiqi","Male","No",3106,3106,"No","No"
"02","Alhaj Zeib Noor","Male","No",2890,2890,"No","No"
"02"," Hamidullah Hatam","Male","No",2448,2448,"No","No"
"02"," Qazi Muhammad Aman Mubariz","Male","No",2257,2257,"No","No"
"02","Abdul Hadi Safi","Male","Yes",1913,1913,"No","No"
"02","Maulawi Muhammad Asqhar","Male","No",1595,1595,"No","No"
"02","Tahira Mujadidi","Female","No",1464,1464,"Yes","Yes"
"02"," Tahira Mirzada","Female","Yes",1275,1275,"No","No"
"02","Sefora Kohestani","Female","No",1218,1218,"No","No"
"02"," Hajji Ahmad Farid","Male","Yes",922,922,"No","No"
"02","Dr. Huma Shamim","Female","No",830,830,"No","No"
"02","Maulawi Amin-u-Din Muzafari","Male","No",534,534,"No","No"
"02"," Ustad Muhammad Alam Kohistani","Male","No",487,487,"No","No"
"02"," Masuda Ghafari","Female","No",469,469,"No","No"
"02","Shafiqa Safi","Female","No",380,380,"No","No"
"02"," Marina Amin Kohistani","Female","No",356,356,"No","No"
"02","Qari Omid Safi","Male","No",338,338,"No","No"
"02","Ghulam Darwish Sanjni","Male","No",295,295,"No","No"
"02"," Zahida Kohistani","Female","No",249,249,"No","No"
"02","Ustad Aqa Muhammad Amiri","Male","No",243,243,"No","No"
"02"," Eng. Muhammad Aqa Akhunzada","Male","No",232,232,"No","No"
"02","Shazia Kohistani","Female","No",206,206,"No","No"
"02"," Azima Tasleem Kohistani","Female","No",188,188,"No","No"
"02","Muhammad Mustafa Yasa","Male","No",181,181,"No","No"
"02","Amrullah Salih","Male","No",165,165,"No","No"
"02"," Muhammad Yasin Safi","Male","No",151,151,"No","No"
"02","Sayed Fazal Haq Faiz","Male","No",115,115,"No","No"
"02","Ghulam Wais Seddiqi","Male","No",91,91,"No","No"
"02"," Hajji Muhammad Tahir Safi","Male","No",91,91,"No","No"
"02","Muhammad Arif Malik Jan","Male","No",56,56,"No","No"
"02"," Nawsherawan Adeeb","Male","No",49,49,"No","No"
"02"," Hajji Khushal","Male","No",42,42,"No","No"
"02","Abdul Wahab Askenwal","Male","No",21,21,"No","No"
"02"," Dr. Karima Temori Kohistani","Female","No",0,9,"No","No"
"02","Qazi Abdul Razaq Nijrabi","Male","No",0,17,"No","No"
"03","Alhaj Mir Rhman Rahmani","Male","No",16998,16929,"Yes","Yes"
"03","Khuwaja Sediq Ahmad Osmani","Male","Yes",13074,12855,"Yes","Yes"
"03","Saranwal Abdul Satar Khawasi","Male","Yes",12555,11514,"No","Yes"
"03","Alhaj Muhammad Almas Zahid","Male","Yes",12361,12323,"Yes","Yes"
"03","Eng. Homayoon","Male","No",7775,7710,"No","No"
"03","Alhaj Ghulam Haidar Jilani","Male","No",6614,6484,"No","No"
"03","Hajji Abdul Shukor Qudosi","Male","No",4669,4627,"No","No"
"03"," Hajji Abdul Satar","Male","No",4445,4441,"No","No"
"03","Hajji Najeebullah Najeeb","Male","No",4156,4147,"No","No"
"03","Amanullah Nabi Zada","Male","No",2652,2648,"No","No"
"03"," Alhaj Lutfullah Haqbeen","Male","No",2541,2045,"No","No"
"03","Abdul Khalil Bayani","Male","No",2182,2174,"No","No"
"03","Zakia Sangeen","Female","No",1802,1801,"Yes","Yes"
"03","Alhajj Gull Aqa Rahemi","Male","No",1751,1738,"No","No"
"03","Samiah Azizi Sadat","Female","Yes",1679,1627,"Yes","Yes"
"03","Saieda Mirzad","Female","No",1375,1373,"No","No"
"03","Bibi Hajji Wakila Shafiqa Noori","Female","Yes",1352,1351,"No","No"
"03"," Alhaj Dr. Abdul Razaq Azimi","Male","No",1228,1226,"No","No"
"03"," Hajji Masjidi Ghorbandi","Male","No",989,994,"No","No"
"03","Senator Reda Azimi","Female","No",970,969,"No","No"
"03","Maulawi Rahmatullah Jamal","Male","No",967,920,"No","No"
"03","Alhaj Sayed Jan Delir","Male","No",946,921,"No","No"
"03","Muhammad Yaqub A.K.A Hajji Khan Padshah","Male","No",907,906,"No","No"
"03"," Alhaj Muhammad-u-din Ghorbandi","Male","No",760,759,"No","No"
"03"," Ahmad Bashir Irshad","Male","No",689,689,"No","No"
"03"," Alhaj Abdul Sabor Ariayee","Male","No",610,610,"No","No"
"03","Rohullah Sakhi Zad","Male","No",601,600,"No","No"
"03"," Sayed Arif Awleiayee","Male","No",582,579,"No","No"
"03"," Zabit Shams-u-din Said Kheli Safi","Male","No",489,479,"No","No"
"03","Muhammad Nazir Kargar","Male","No",482,481,"No","No"
"03","Sayed Abdul wahid Shah Mustafawi","Male","No",475,473,"No","No"
"03","Zainab Haibat","Female","No",470,461,"No","No"
"03","Eng. Abdul Ghafar Gheyasi","Male","No",369,367,"No","No"
"03"," Azima Sadat","Female","No",352,352,"No","No"
"03","Eng. Bahlol Safi","Male","No",326,324,"No","No"
"03","Abdul Satar Satar Yar","Male","No",301,298,"No","No"
"03"," Alhaj Muhammad Zada Parsa","Male","No",195,192,"No","No"
"03"," Maulawi Najeebullah Rohani","Male","No",184,179,"No","No"
"03","Muhammad Yasen Kashmir","Male","No",150,148,"No","No"
"03","Waheeda Adalat Jo","Female","No",133,133,"No","No"
"03"," Muhammad Sharif Shamal","Male","No",115,113,"No","No"
"03","Turialay Mirzada","Female","No",114,114,"No","No"
"03"," Mir Zaman Jahadyar","Male","No",110,110,"No","No"
"03","Alhaj Maulawi Rahmatullah Hanafi","Male","No",96,94,"No","No"
"03","Maulawi Muhammad Shen Gull Sharaee Bot Shekan","Male","No",83,83,"No","No"
"03","Hajji Asel Khan Hotak","Male","No",83,83,"No","No"
"03","Alhaj Sebat","Male","No",72,71,"No","No"
"03"," General Habibullah Salangyar","Male","No",67,67,"No","No"
"03","Hajji Noor Muhammad","Male","No",47,47,"No","No"
"03"," Roshna Khalid","Female","No",0,70,"No","No"
"03","Hajji Fazal Said Khili","Male","No",0,12857,"Yes","No"
"03"," Dr. Mahira Muhammadi","Female","No",0,81,"No","No"
"03","Alhaj Jan Aqa Arifi","Male","No",0,155,"No","No"
"03","Abdul Hay A.K.A Zabit Zelgay","Male","No",0,146,"No","No"
"03"," Maulawi Lal Muhammad","Male","No",0,32,"No","No"
"03","Muhammad Afzal Afzali","Male","No",0,160,"No","No"
"03","Sayed Abdul Razaq  Hashimi A.K.A Agha Sahib","Male","No",0,125,"No","No"
"04","Hajji Abdul Aahad Durani","Male","No",12774,14520,"Yes","Yes"
"04"," Ghulam Husain Naseri","Male","No",8552,8552,"Yes","Yes"
"04","Hajji Abdul Majed Wardak","Male","No",5470,5405,"No","Yes"
"04"," Alhaj Akhtar Mohammad Taheri","Male","No",5038,5039,"No","No"
"04","Dr. Zabihullah Ahmadi","Male","No",4945,5209,"No","No"
"04","Hajji Mohammad Mosa Hotak","Male","Yes",4856,4928,"No","No"
"04","Ahmad Hussain Sangardost","Male","Yes",4115,4146,"No","No"
"04","Saied Mohammad Hadi Hadi","Male","No",4012,4011,"No","No"
"04"," Ustad Zahab","Male","No",3630,3630,"No","No"
"04","Sediqa Mubariz","Female","Yes",3176,3171,"Yes","Yes"
"04","Hajji Faiz","Male","No",3168,3168,"No","No"
"04","Eng. Hamida Akbari","Female","No",2236,2236,"Yes","Yes"
"04","Sharif Poya","Male","No",1646,1646,"No","No"
"04","Ustad Humaira Haqmal","Female","No",1537,1551,"No","No"
"04","Ustad Hajji Hedayati","Male","No",1454,1454,"No","No"
"04"," Gullam Mustafa Wardak","Male","No",1433,1433,"No","No"
"04"," Bartali Jafari","Male","No",1401,1401,"No","No"
"04"," Nafisa Nasib","Female","No",1373,1373,"No","No"
"04","Eng. Suhaila Faize Nazhad","Female","No",1329,1314,"No","No"
"04","Mohammad Aman Bahbudi","Male","No",1143,1144,"No","No"
"04"," Talib Hussain Muhadi","Male","No",954,954,"No","No"
"04","Dr. Roshanak Wardak","Female","Yes",865,795,"No","No"
"04","Khan Amir Iftikhari","Male","No",767,767,"No","No"
"04","Hajji Mohammad Asif Mahdiyar","Male","No",763,765,"No","No"
"04","Fakhria Rahmani","Female","No",753,757,"No","No"
"04","Mohammad Dawood Husaini","Male","No",690,690,"No","No"
"04","Mohamad Kabir Ahmadi","Male","No",681,681,"No","No"
"04","Hajji Ghulam Hasan Akbari","Male","No",570,570,"No","No"
"04","Fatima Fatir","Female","No",476,476,"No","No"
"04"," Dr. Mohammad Ibrahim Karimi","Male","No",440,436,"No","No"
"04","Alhaj Rahila Wardak","Female","No",348,238,"No","No"
"04","General Zalmai Wardak","Male","No",240,198,"No","No"
"04","Ustad Mohammad Anwar Maidanwall","Male","No",191,179,"No","No"
"04"," Bakhto Jan Gurbati Wardak","Male","No",110,86,"No","No"
"04","Zaidullah Haidari","Male","No",42,42,"No","No"
"04","Dr. Meia Fazal Rahim Bawar","Male","No",26,27,"No","No"
"04","Hajji Waheedullah Kalimzai Wardak","Male","No",0,12508,"Yes","No"
"05"," Hajji Ali Muhammad","Male","Yes",3540,4322,"Yes","Yes"
"05","Hajji Muhammad Akbar Stanikzai","Male","No",2224,3455,"Yes","Yes"
"05","Eng. Sahib Khan","Male","No",1831,1975,"No","Yes"
"05","Dilawar Faizan","Male","No",1754,1910,"No","No"
"05"," Wali Wahdat Yar Ahmadzai","Male","No",1558,3637,"Yes","No"
"05","Sayed Enayatullah A.K.A Hajji Jan Agha","Male","No",1492,1492,"No","No"
"05","Alhaj Shakila Hashimi","Female","Yes",1174,1216,"Yes","Yes"
"05"," Dawlat Abdullah","Male","No",1167,1407,"No","No"
"05","Serandoy Shazada Tawheedmal","Male","No",1031,1072,"No","No"
"05","Abdullah Khan Alham","Male","No",973,984,"No","No"
"05","Eng. Bashir Ahmad","Male","No",833,1607,"No","No"
"05","Eng. Abdul Latif Ahmadzai","Male","No",805,1226,"No","No"
"05","Noorullah Azimi","Male","No",749,997,"No","No"
"05"," Saif ‐ur‐ Rahman Tariq","Male","No",702,1326,"No","No"
"05","Saranwal  uhammad Nadir","Male","No",676,1138,"No","No"
"05","Sayed Farhad Akbari","Male","No",674,674,"No","No"
"05"," Alhaj Noor Rahman Jazib","Male","No",654,674,"No","No"
"05","Eng. Asadullah Falah","Male","No",457,590,"No","No"
