"electorate","province_code","candidate_code","ballot_position","candidate_name_eng","candidate_name_dari","incumbent","candidate_gender","prelim_winner","final_winner"
"General","32","1145253","2","Safoora Yalkhani","صفورا ایلخانی","Yes","Female","Yes","Yes"
"General","32","12901009","3","Ustad Muhammad Akbari","استاد محمد اکبری","Yes","Male","Yes","Yes"
"General","32","5795007","27","Hajji Fakuri Behishti","حاجی فکوری بهشتی","Yes","Male","Yes","Yes"
"General","32","931501","41","Colonel Abdul Rahman Shahidani","دگروال عبدالرحمن شهیدانی","No","Male","Yes","Yes"
"General","33","554708","8","Qazi Rahila Salim","قاضی راحله سلیم","Yes","Female","Yes","Yes"
"General","33","785284","9","Dr. Zaheer Sadat","داکتر ظهیر سعادت","No","Male","Yes","Yes"
"General","34","2958214","8","Muhammad Noor Akbari","محمد نور اکبری","Yes","Male","Yes","Yes"
"General","34","2958201","23","Asadullah Saadati","اسدالله سعادتی","No","Male","Yes","Yes"
"General","34","8060258","31"," Sherin Muhseni","شرین محسنی","Yes","Female","Yes","Yes"
"General","34","268339","33","Sadiqi Zada Neli","صادقی زاده نیلی","Yes","Male","Yes","Yes"
"Kuchi","35","8723841","13","Muhammad Yusuf Sabir","محمد يوسف صابر","No","Male","Yes","Yes"
"Kuchi","35","3466901","15","Hamida Ahmadzai","حميده احمدزۍ","No","Female","No","Yes"
"Kuchi","35","3466625","17","Habib -u- Rahman A.K.A Habib Afghan","حبيب الرحمن مشهور به حبيب افغان","No","Male","Yes","Yes"
"Kuchi","35","997752","23","Parween Durani","پروين درانۍ","Yes","Female","No","Yes"
"Kuchi","35","529737","26","Said Muhammad Hareq","سيد محمد حريق","No","Male","Yes","No"
"Kuchi","35","5765426","28","Helay Irshad","هيلۍ ارشاد","No","Female","No","Yes"
"Kuchi","35","13285032","29","Alhaj Muhsin Sahraye","الحاج حسن صحرايې","No","Male","Yes","Yes"
"Kuchi","35","102546679","38","Hajji Abdul Qadar Kuchi","حاجی عبدالقادر کوچی","Yes","Male","Yes","No"
"Kuchi","35","6208234","39","Alhaj Wakil Mullah Tarakhil Muhammadi","الحاج وکيل ملا تره خيل محمدی","Yes","Male","Yes","Yes"
"Kuchi","35","6168130","45","Hajji Muhammad Nazir Ahmadzai","حاجی محمد نذير احمد زی","No","Male","Yes","Yes"
"Kuchi","35","100568297","46","Hajji Pari Kuchi","حاجی پری کوچی","Yes","Male","Yes","No"
"Kuchi","35","11297556","48","Hajji Haidar Jan Naiemzai","حاجی حيدر جان نعيم زوی","Yes","Male","Yes","Yes"
"Kuchi","35","5765347","49","Hajji Sher Ali Ahmadzai","حاجی شير علی احمد زی","No","Male","Yes","Yes"
